id_u,name,intro,platform,following_count,follower_count,posts
twitter/631269561,Charlotte Hughes. The Poor Side Of life,Morning star contributor. Activist. Member of the NUJ. Journalist. Blogger. Political editor Black Isle Media. Hated by The Sun.  PayPal seercharlotte@gmail.com,twitter,6904,17332,116614
twitter/1833514324779995136,Dancing skirt🍩(互fo 100%),"Food,cool food，beauty， trip lover",twitter,2051,1771,123
twitter/136342898,天理,　　天理：政论作家、时事评论员和维权志愿者。天理真名叫陈启棠，男，广东省佛山市人。在各大中文网站上用的网名I,twitter,204,1761,3661
twitter/1610193659508699136,GKX,"",twitter,1018,651,12017
twitter/2233495160,"It's been a slice, but I'm leaving this trainwreck",I've left this cesspool see me over at @bcreality.bluesky.social,twitter,5691,5832,235153
twitter/463497522,Politically Homeless #AmnestyForSnowden,Ex IT guy. Democratic Socialist. Dad. ManUtd fan. Anti-racist. Anti-fascist. Anti-greedybuggers. Pissed-off. Do not DM me!,twitter,2502,1556,44417
twitter/1792841022172749824,琅琊汪Sir🇨🇳（互fo）,"有🇨🇳的地方，就有信念的灯塔。如果信念有颜色，那一定是中国红🇨🇳Where there is a five-star red flag, there is a beacon of faith. If faith has color, it must be Chinese red!",twitter,5854,5117,3592
twitter/2225105443,Macro Maniac,"Macro Trader | Inventor of Pixel Map 🟥🟧🟨🟩  |  Stay Nimble, Be Humble",twitter,3657,4591,16137
twitter/1413155605989269506,Auden B. Cabello,"Independent Journalist, Photographer, Filmmaker, Consultant",twitter,2948,15745,11089
twitter/44067511,Dustin Straight,"Love my family, original Star Wars (unedited), and I am a geek. https://t.co/sNilhgJ1I1 #TeamStacks #MAGA",twitter,8203,8779,49469
twitter/1327823606898946048,Tim Phares,"Ordained Interfaith minister, writer, baseball fan, cat dad, prayer counselor, spiritual coach, activist, funny guy. #ReviveRetakeRestore #TeamSanity",twitter,3203,2321,125011
twitter/1523811278841683969,The Luxury Watch Guy,buyer & seller of fancy watches- join our TG chat for live daily watch deals https://t.co/JHdOXU9t5d,twitter,3592,71276,12629
twitter/18903953,"Ed Rankin, PhD","Even the best leaders get stuck, I help move them forward.   Experienced executive coach, leadership advisor and successful entrepreneur.",twitter,10530,16711,101961
twitter/178287743,Bruce MacKinnon,Bruce MacKinnon is the editorial cartoonist for the Halifax Chronicle-Herald. Follow at https://t.co/NrY9ntpyhG and https://t.co/vxAnAZ1U9A,twitter,6792,33331,10371
twitter/1557953554132127744,xue,"",twitter,521,87,62
twitter/52458836,Dario Perkins,"MD Global Macro @TS_Lombard, macro themes/research/risks, central-bank specialist, started career at HM Treasury in late 90s, ex ABN AMRO, AC Milan fan",twitter,2498,70580,45880
twitter/1286344566895828992,jp2020,易位思考，宁静致远。,twitter,617,92,382
twitter/35680171,MEL Q’BERRY,Married. Proud Card Carrying Democrat @maddow #resistance #resist #bluewave #VoteBlueIn2022  #StandWithBiden,twitter,3911,3986,46598
twitter/1559375647998283777,王京Chen（互fo）,分享生活、旅行、美食🤗， ​👉喜欢古诗词、非遗、民俗文化… ​欢迎互fo互赞互评🤲,twitter,9309,10056,4281
twitter/802067184482717697,Leo Wen,Industrial Designer https://t.co/QIYHwhMimM,twitter,782,54,172
twitter/2283827468,Śrīrām 🇮🇳 (Modi's Family),"srisailesa dayapatram, dhii baktyaadi gunaarnavam! Yatiindra pravanam, vande Ramyajaa maataram munim!  Blessed to be followed by @KapilMishra_IND Ji",twitter,14370,76470,610937
twitter/988524457621966848,Wake Up America,MAKE AMERICA GREAT AGAIN! 🇺🇸Subscribe to my profile to support my work,twitter,3394,212266,15848
twitter/3156242897,Paul,NAFO Main Bastard #NAFOFellas🇬🇧 @NAFO wingman services provided FOC. I hate Russia. I support Ukraine and also the Arsenal.,twitter,5559,4910,16419
twitter/1495065654717607937,CoolGuy400,Engineer,twitter,7085,5764,95685
twitter/792854173628923905,SayItAgainTony,Pronouns:  There/Is/Zero/Percent/Probability/I'll/Get/Jabbed  Say No 2 TQIA+ Agenda   *Some* tweets are not my own (see username),twitter,1283,1524,23259
twitter/1644767261360529408,-TASDN-,(Trans-Atlantic Slave Descendant Network) pronounced taz-den.,twitter,5082,2021,30983
twitter/1670579800061124610,mariamariame1,The right wing and left wing belong to the same bird. I don't trust any politicians.,twitter,2506,812,9820
twitter/1742779004833402880,冰橙,"爱吃喝玩乐🍛🍡🍔🍎🍓🌳🌵🎍🍂，互fo💘,回关100%😘❤️，黄推请绕道！！！",twitter,3680,13919,2636
twitter/1605900701590499328,洪大散人（互赞前5条）,美食美景美人， 互关是美德，互动是素养,twitter,15561,14301,2505
twitter/1681331880770285569,糯米nuomi(澳喜),快乐灭共 灭共快乐,twitter,3877,1702,17101
twitter/60850914,alpin,A human being who is trying to raise awareness of human rights abuses that occur in East Turkestan (aka Xinjiang). #GoogleUyghur #UyghurGenocide,twitter,2196,1643,13825
twitter/1235982218314407940,David Anon,Small investor living on the crumbs from the 1%'s table.,twitter,190,1004,29346
twitter/1557028923891806209,印度尼西亚芒果人🇨🇳🇮🇩³,马列毛激推,twitter,2633,2373,21250
twitter/1164137713307488256,SangTheCuree,Just a soul lost in the stars #followbackhongkong #手足互科 #科勞手足,twitter,729,429,12505
twitter/1491292855931138049,Polo,"A middle-aged man, loving life, well-built, enjoy jogging & hiking",twitter,770,327,8058
twitter/1542333323959103488,✨lfh.7哥的行为就是我的信仰.,📢我是搬运工.每天及时搬运墙内外信息.谢谢各位同仁支持.让更多同胞醒来.知道真相.🙏🙏🙏,twitter,1765,11235,116375
twitter/1058800942143954946,Homere,c est accessoire,twitter,7284,7389,484698
twitter/547391947,AhadeSultan,"",twitter,4904,806,20769
twitter/1496836221414248450,Jim,Another,twitter,221,220,11177
twitter/1397919765922942983,乌鸦嘴李慎,添加个人简介,twitter,164,485,6376
twitter/1240459098593701893,myoung 杨天,start to see the world as a swimmer. Later go around the world with my fleet.,twitter,223,1949,12607
twitter/186680824,Alex Strenger,Small Business Owner // Pedicab Driver // Entertainer // Culture Jammer // Hosts “Convos On The Pedicab” // Rumble • https://t.co/racwGKjgMe,twitter,2534,49094,14438
twitter/1570801196,laurie radsma🇨🇦,no dms  #MarkCarney2025 🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦🇨🇦,twitter,2838,2553,194925
twitter/1619852272988557312,Vince Dao,Gen Z Conservative • YouTuber (400k+) • @UFlorida ‘25,twitter,869,49160,19750
twitter/18909919,Jim Langevin,Distinguished Chair at the Institute for Cybersecurity & Emerging Technologies at Rhode Island College. Former U.S. Congressman for Rhode Island's 2nd District.,twitter,4316,27501,15290
twitter/1773642435882786816,山水行者老张,"完全支持MeToo  ,两性平权。 资深路桥工程师。 参建了几十个公路，铁路工程建设。 国际狮子会陕西大程服务队创队狮友。 陕西安心公益社工中心理事长。 从事留守儿童公益十余年。 护持秦岭终南山住山修行人十多年。",twitter,264,307,2841
twitter/1206643064439287808,Drew,"Musician, sound engineer,  Reviewer of Telephonic hold music, Politically irritated Biker. Brit-ish anti racism & anti fascism @dreww12.bsky.social",twitter,7504,2276,89177
twitter/304123273,Arch Kennedy,"Author of 𝑇ℎ𝑒 𝑊𝑒𝑎𝑡ℎ𝑒𝑟’𝑠 𝐹𝑖𝑛𝑒 | Bold, Unfiltered, and Unafraid Christian voice in a broken culture ✝️",twitter,42933,68619,532499
twitter/539004555,John Lennon,"Que pasa, New York? Que pasa, New York? ♥️🗽 Quotes in John's words. Managed by the John Lennon Estate. ✌️🤍✊",twitter,1453,754661,9227
twitter/950046762,🇺🇲Peace not War🇺🇸,~~Proud Mom of LawEnforcementOfficer~~ ~~Proud Mom of Army Vet~~ ~~Proud American!~~ Love to golf! BUCKS fan!,twitter,5631,5345,34633
twitter/1378380314100252678,High-and-Outside 🇨🇦🇺🇸,"U.S. Expat in Canada.🇨🇦🇺🇸 Baseball is life. ⚾️⚾️ If you don’t like my sarcasm, just keep scrolling. #BlueWave2026 #ElbowsUpCanada",twitter,8103,7383,3580
twitter/1674863900662063128,Gen. Lee Pisthoff 🇺🇸,18 USC 2381: Treason 🫥 The Hunter Becomes the Hunted 🫥 NO DMs,twitter,2544,2004,19391
twitter/44077942,DaddyDerli,Japanese living in China. I can speak Chinese very good. a little bit English.,twitter,208,8450,928
twitter/1249740571763257350,Persistent One,"If you choose to call names,  like a child, I will block. Who needs that shit?",twitter,4394,2237,55152
twitter/948383685623078913,国内知名人,"",twitter,2173,3465,16580
twitter/1579192610,Rupak Chattopadhyay,"Federalism, History, Economics, Aviation. Tweets personal, unrelated to organisations I am affiliated with.",twitter,3980,8736,42649
twitter/1448644469507641346,AI🔥🔥🔥,花花草草，风花雪月！,twitter,3945,4578,30720
twitter/1500043934759747587,Peter,来自南方大陆的朋友,twitter,3969,468,582
twitter/1697156451784110080,东方靖,"loves photography, cheongsam, dancing and traveling.热爱摄影、旗袍、跳舞和旅游。",twitter,12381,21853,4005
twitter/270570153,John Barlow,Member of Parliament for Foothills Conservative Shadow Minister for Agriculture & Agri-Food,twitter,1356,15439,12398
twitter/1603877230412718089,Aurelius,Thank you for your attention to this matter.,twitter,726,11864,25087
twitter/1162579258591461377,samhon,#光復香港 時代革命 #Fight for freedom #科勞手足 #手足互科,twitter,852,45030,53957
twitter/22099513,Tony Bruno Show,"Free Speech Restored!  Sports Network builder-ESPN-FOX Sports Radio-Madden 05/06/07, @NoFilterNet host. Corrupt Media and Fed buster. Awake! You following me?",twitter,46407,85814,374521
twitter/69245141,Tony Tardio,Nonno Journalist whiskey drinker - voted most famous person ever to come out of Lalor downing Chopper Read -single handedly united India & Pakistan with 1 tweet,twitter,1388,26412,23704
twitter/2300614933,σg тєχαѕ συтℓαω  🔫⭐️,𝓝𝓞 𝓓𝓜𝓢-,twitter,42467,62467,130864
twitter/1639381530,Franklin🇮🇷🇵🇸🇺🇦🇷🇺🇮🇱🇹🇼 🇨🇳,he/her/it 费拉右 皇鹅粉 俄孝子 军盲,twitter,3204,8480,61705
twitter/52468378,luolei,💻 Full-Stack Developer / 📖 Lifetime Learner / 🚧 Building & Sharing / 🎬 YouTuber https://t.co/4kNL2pV0Cs / 📝 https://t.co/6ucNiJ2OnO / 👨‍🚀 More at https://t.co/smbFyIbEwK,twitter,1525,55743,9714
twitter/840998016,Ephemeral,"As The World Burns: pestilence, death, war and famine gallop across the globe. (RT≠ endorsement 💙= 🙏 or  I 👁️ it or boosting",twitter,1010,718,68044
twitter/1773424290941276162,Citizens Coalition for Responsive Government,Shoulder To The Stone. Perpetual Poll Analyzer. 📈#WeThePeople,twitter,2759,2032,17284
twitter/1578072397436985344,Citizens Court 公民法庭,"The secret of happiness is freedom, the secret of freedom is courage, the secret of courage is love. 幸福的秘密是自由，自由的秘密是勇气，勇气的秘密是爱。 联系：citizenscourt2023@gmail.com",twitter,84,2580,287
twitter/2309005020,John (Redacted) Boyer,Motorcycle Junky - Powersports Marketing - Political Nerd - Proud 2A Supporter - Unvaccinated -  Classic Liberal - Photoshop Guru,twitter,995,797,21605
twitter/388013869,星辰大海,少说话，多看图,twitter,1273,5584,11830
twitter/855701819745370112,关笑天,"",twitter,1576,3637,6652
twitter/262185458,Tonya Bailey,Seattle sports fan. Unfortunately dealing with a bit of stage 4 NH T-cell lymphoma. Unnecessarily short. History nerd. Love dogs. Avid reader. #Seahawks,twitter,11177,14654,132225
twitter/2359337692,💙💙💛💛Fred 💛💛💙💙,"I retired in 2001 & live in Gods waiting room, Florida #ONEV1 #DemVoice1E The GQP ARE NOT MY Friends, I’m 5X vaccinated Biden 4 more yrs “l Follow Back”",twitter,24889,24082,201948
twitter/287351607,Alison Denham,"Irish, once told by a manager didn't 'play the game.' So there you go. Arsenal fan through the bad times.@paddymaid.bsky.social",twitter,5304,3211,229337
twitter/1709078976625348608,DissentWave,"Alternative views to Mainstream Media and Government Narratives regarding Russia, Ukraine, NATO and the Geopolitical Environment in the EU and beyond.",twitter,591,1358,9105
twitter/539010491,Jakub Janda 楊雅嚳,"Director @_EuropeanValues Center for Security Policy,Prague. Czech CyberCommand Reservist. Enemies: Russia, China. Friends: NATO, EU, Ukraine, Taiwan. Views own",twitter,58057,89265,138758
twitter/1599105200064643072,Tom Sowell,A nation of sheep will beget a government of wolves,twitter,1904,1057,12282
twitter/1140356331037188096,KMART PROUD,"Democrat forever, Biden and Harris, Cancer Sucks, Pro-Choice, LGBTQ, BLM, love all animals, laughter is the best medicine, Retired. She/her. No Lists No DM’s.",twitter,4897,4422,17952
twitter/1463585610120245252,SuperShotgunLove / Sir GamesAlot,Me nerd.,twitter,1813,352,21681
twitter/1504800559748034570,Badtoad53,"Trump is a disgraced, twice impeached, 4 time indicted, 2-time popular vote losing, top-secret stealing, liar, grifter, rapist, and a con.  #FBRPARTY #Resist",twitter,383,385,4018
twitter/1491141520338137099,William Brossard,Lifelong democrat.  Still fighting for equal rights.,twitter,10062,9577,34236
twitter/4859144672,丽江余说Ushow,猫毛携带者。有粉必回互fo,twitter,1560,1392,1338
twitter/27306558,Molly Gambhir,Anchor Gravitas (9pm IST on WION - Zee Media's Global News Network)•Alumna @iimc_india •Tweets personal• https://t.co/DHV6zbFYma• https://t.co/jgG7SQduyS,twitter,1199,11948,6965
twitter/881644748259311616,Jason Lee,"",twitter,2285,783,4144
twitter/1694153777321013248,小桃气（互fo),清醒独立的冷漠公主，欢迎互关互赞，回💯💯💯,twitter,3379,4055,1370
twitter/974982525595586562,一键醒,科學 健康 科學新聞 科技 科技新聞 歷史 政治 非營利組織,twitter,308,1415,37759
twitter/44084579,Ian Puddick - Gin Rum Whisky Distiller,Made in Ally Pally. Recovering Management Consultant @CityPolice Counter Terrorism brutalised me in Custody & then Wiped CCTV I made the biggest FUSS ever,twitter,6435,48876,217306
twitter/396406418,吳宗陽,中國第一代辭職下海人，移居美国。自由職業者，專於股票投資。為中國的民主吶喊！,twitter,299,111,1562
twitter/1510775205064753153,one.sports,爱运动！分享美好！Love sports! Share the beauty!,twitter,6688,158528,15591
twitter/1104818930672119808,Mari,"Eclectic interests - but specifically detest racism, corporate greed and lack of accountability. Freedom justice equality and dignity for everyone. ❤️🇵🇸",twitter,1817,1195,56206
twitter/69251424,筒井隆行,🎌損害保険トータルプランナー/代理店経営 朝ツー朝ランでイマソラから時事問題。次世代に良い日本を。理想は国民総職人社会 。証券外務員一種 Foursquare Swarm(PM7) 個人の直感的見解です。 仕事official⇒@originaldecom #バイク乗り🏍🛵🏃‍♂️ 🏊‍♂️⛷,twitter,5972,6019,37371
twitter/463516005,꧁黃昭雲꫞꧂,"",twitter,480,3371,6125
twitter/1624356947624615937,林黛玉倒拔垂杨柳,诚信互关互赞,twitter,1773,1862,1392
twitter/295744967,Dani Florida Girl-turned Iowan🔆,I am just sunshine☀️mixed with a little hurricane⛈️ and now a dash of snow❄️ Conservative Republican 💪🥇🐘  Halloween enthusiast 👻🎃🦇,twitter,1733,2187,9896
twitter/880606715141529600,Robinson · 鲁棒逊,AI 织茧师 · AI 破茧人 · 熵界旅人,twitter,483,15446,4250
twitter/1654745275641237504,Scean（互fo）,（互fo互赞 ）新闻、自然风光 。展示中国文化🌈🌈 部分资料来源网络，如有侵权请联系,twitter,4336,3876,955
twitter/980397269445832707,Nova Introvert,试着理解世界中。落榜理工男。爱设计图案。做过些蠢事。System 2.0 online & stable. Modules working properly. Feels good to be back. A BIG THANK YOU to those who've helped me when I was down,twitter,1983,4352,94915
twitter/790674486,Blue Starr 🇺🇸💫,Proud Mom of a Naval Sea Cadet. #Trump2024 #MAGA 🇺🇸Business Owner #NavySeaCadets⚓️🏴󠁧󠁢󠁳󠁣󠁴󠁿,twitter,51926,70991,110574
twitter/1003392522410954753,Christian Watson,Host of Pensive Politics. Against the woke and the mystics. Natural law conservative. Gen Z. Son of the Enlightenment. Philosophy. History. Logos. 🇺🇸,twitter,1534,11593,13957
twitter/1357471801417285632,Chabria,non-conforming misfit,twitter,672,8754,24692
twitter/1448010296132517890,Frank Drebin,"ITM Gitmo Nation! I'm a Low grade narcoleptic with a penchant for breweries and Bitcoin. On the job, politically alienated, reply guy and Gif master.",twitter,7423,1890,41949
twitter/1444986877,محمد احمد 𐩣𐩢𐩣𐩵 𐩱𐩢𐩣𐩵,"",twitter,23907,23502,17076
twitter/1379747579630522371,Lorenza,大头蝦｜乌龟杀手｜colaholic｜话唠｜在学做饭｜casalinga｜非常想念我的小鸡｜记性不好,twitter,554,2189,9469
twitter/1392154860141694976,佐藤🇯🇵,厌世了，隐居，我不关心政治，只关心吃喝😂，,twitter,654,213,6142
twitter/1783497704381005824,David Andrew（🇨🇳互fo 骗粉必删，永不取关）,不回关必取关，定期清理。,twitter,9928,10332,9724
twitter/1128922951196135424,Anna,"Unapologetically Asian. My words are few, my presence profound. I'm the one who reads your geopolitical takes and laughs because, oh wait, you were serious? 😳",twitter,13129,12296,134800
twitter/2149631532,"Mss Tahlia- GC, Bris, Perth, Melb this winter.",18+ NSFW. Sydney au.,twitter,3464,8017,6258
twitter/1813212959138566144,Lee 🕊️🌸🌿🌺,🕊️🌺🌿🌸 no porn 🕊️🌺🌿🌸no DMs🕊️🌺🌿🌸,twitter,2856,2629,6024
twitter/722994185171816448,Raging Gay Conservative,Gay conservative/libertarian. Supporter of free speech and a more inclusive GOP.,twitter,39076,47207,4207
twitter/1023659084350935041,Sue grams,God first ✝️Proud Grandma of 7. Conservative ❤️Helping others. ❤️My🐶&😸 Retired & busy🌻❤️ to Laugh Pro Life Trump/Vance🇺🇸 🚫DMs 🚫PORN 🚫 Crypto  NO TRAINS,twitter,9920,10003,24201
twitter/1540852327262953475,Dr.PR,🕶️ | based | not a real Dr. | all my posts are bs | #DYOR #NFA |  high conviction | join my tele https://t.co/aDGFyBJ8c7,twitter,3231,18887,4854
twitter/44092291,🇺🇸Matthew Williams,"Entrepreneur, Father of boys, Outdoorsman，#MAGA 1A 2A",twitter,10350,13377,21919
twitter/825160248088367104,MAE~MAE,Proud patriot🇺🇸 God bless America🇺🇸 Independent #Spiritual 🪶#FreedomFromTyranny #LetsUnite ❤️💪🇺🇸 #CatLadiesForTrump Backup account @CLadiesForTrump,twitter,72588,114751,189677
twitter/988780737972367360,The Gulf of Jill ❤️ 🇨🇦 🇺🇦 🏳️‍🌈,"I stand with 🇨🇦 🇺🇦 🏳️‍🌈 Resister, Potty Mouth, SARCASTIC, Fuck Trump, Animal Lover, Cancer Slayer, CPA, Astros, Dallas Cowboys, OKC Thunder",twitter,10877,10261,38666
twitter/1794733397434363904,流光掠影（💯互fo💯）,在光影中寻找智慧的瞬间，探索生活的深意与美好。👉内容由 https://t.co/neCadF7M1E 创作和发布。,twitter,3135,3972,7884
twitter/775339747472400385,MONICA PAIGE✰TPUSA,"Jersey Girl 🇮🇹✝️╳WHITE HOUSE CORRESPONDENT / REPORTER @FrontlinesTPUSA @TPUSA 🇺🇸 |╳Opinions are my own╳previously: @OANN , @Newsmax , @DailyMail",twitter,768,49415,6672
twitter/1424750458938171403,橘娃娃,私信已关,twitter,447,59159,20016
twitter/1237558819728826368,Toni Toombs,"",twitter,21472,21471,105749
twitter/422254494,Francisco,Android Eng @CircuitApp Prev SnappMobile & SnappAutomotive tech lead for Android.  Developing @mymind for Android.  All tweets & thoughts are solely my own.,twitter,190,13622,18402
twitter/1359161118300766219,カヌレ天使🍰,苯人一时半会死不了很抱芡，看我不爽要不你自己先试试👉👈｜杂食主gl｜ミカ激推但对BA不感兴趣已退坑｜会转发很多自推的插画,twitter,2263,26611,29415
twitter/996474904206864384,"Chris, he's had a think","Charon, mate  40, he/him",twitter,2766,17319,57890
twitter/806832513037594624,mnbvcxz,2018.2019,twitter,1149,365,9960
twitter/1668399427369959424,Vincemalum 🕊️🌿 🗽⛪🐿️ 🌿🕊️,"一鍋兩祭，無限憂逝  Two servings in one pot, many gone in grief.  Duae portiones in uno vase, multi in luctu absunt.",twitter,3556,856,28981
twitter/1710150827384442880,lenamarie,"Follower of Jesus Christ; wife, grandmother, homeschooled 6 kids thru high school, tradwife before it was a thing; AmericaFirst; YOU CAN HOMESCHOOL YOUR KIDS!",twitter,387,210,696
twitter/822462665910063105,AGNEWSLIVE,𝗣𝗮𝘁𝗿𝗶𝗼𝘁𝗶𝗰 𝗶𝗻𝗳𝗹𝘂𝗲𝗻𝗰𝗲𝗿. 𝗟𝗲𝗴𝗮𝗹 𝗜𝗺𝗺𝗶𝗴𝗿𝗮𝘁𝗶𝗼𝗻. 𝗣𝗿𝗼 𝗟𝗶𝗳𝗲. 𝗧𝗲𝗻𝗻𝗶𝘀. 𝗔𝗻𝗶𝗺𝗮𝗹 𝗹𝗼𝘃𝗲𝗿. 𝟵𝟬 𝗗𝗮𝘆 𝗙𝗮𝗻,twitter,70688,207894,220996
twitter/3089158655,JT,#ProportionalRepresentation sign and share my petition if you want PR for UK General Elections. Make every vote count! 🗳  Empower our Democracy!,twitter,8149,8544,71398
twitter/278975121,Kylie Riordan,"Infusing the world with love, light, & healing ✨ Spreading Kindness, Compassion, Gratitude, & Joy. Author/Writer on a mission to inspire & elevate 🤍",twitter,106738,134373,56705
twitter/1450427054927716355,あやあやあやか,"But if they realize that their true freedom consists in the acceptance of principles, of laws which are the own，a synthesis of universal and particular",twitter,4191,3270,11213
twitter/1515117332602843136,Roger Bird,"Meher Baba; spirituality, loving animals, health hacking, politics (ugh).",twitter,4549,4269,24365
twitter/1344416719260016641,Rep. Yvette Herrell,U.S. Congresswoman for New Mexico's Second Congressional District. Member of @NatResources and @GOPoversight,twitter,670,16348,1919
twitter/354475300,Steven Eugene (Collard Green),"No DM's.  Not followed by President Obama (but will be one day!)  Trump is a swine turd.  Vote Blue.  I block idiots, trolls, and grammar police.",twitter,4362,4533,11512
twitter/1061681661585379333,传奇,#MAGA,twitter,701,57243,599
twitter/3063996411,End Citizens United,Democratic activists fighting for true campaign finance reform.,twitter,9367,51900,25356
twitter/2694896014,Endrina Pavlić,"I am student at @SveucilisteZG, entrepreneur, member of the @ELSAZagreb, @Matica_hrvatska, animal rights supporter #Optimus",twitter,3861,16565,74089
twitter/1692324285388324864,Teresa Walker,"Christian, Veteran, Patriot, Quad Mimi, Truckers wife this is my 3rd twatter account, always the same me🇺🇲🙏💀",twitter,6002,3086,20416
twitter/3038829126,Tap Tap Fella,Pro-Ukraine / Pro-Democracy 🇺🇸 🇺🇦 🇨🇦 🇬🇱 🇲🇽  Anti-Fascist / Anti-Trump / Anti-MAGA @HellsFellas 🎖️🏴‍☠️ 🔥🛞🛞🔥,twitter,4349,2835,5004
twitter/1561539862091931648,Amazing Alshaa,Welcome to the official Twitter page of Alshaa League in North China’s Inner Mongolia autonomous region.,twitter,501,22990,509
twitter/127982550,Aeroplan,"Travel more and travel better with Aeroplan Voyagez plus, et voyagez mieux avec Aéroplan",twitter,811,54493,35511
twitter/1450166488640405512,Larry Brock,Member of Parliament for Brantford-Brant South-Six Nations | Shadow Minister for Justice and the Attorney General of Canada | @CPC_HQ,twitter,323,58716,3176
twitter/4817216018,Navin Johnson,I am the Jerk | MAGA Patriot | Be Somebody! | Nebraska Cornhusker 🌽| Unvaxxed | NO dm’s | No porn | No sluts | No crypto | 🇺🇸✝️🇺🇸✝️🇺🇸✝️🇺🇸✝️🇺🇸✝️🇺🇸✝️,twitter,25588,27926,26875
twitter/932011810235891712,Alex Salvi,Foreign Correspondent | @Newsmax,twitter,6886,103273,14320
twitter/1519705585394065408,Debbie,"Mostly here for the memes......mostly.                              ❤️🤍💙 GenX 🇺🇲, I Love the 80's, animal lover. https://t.co/hR1mqDyygL #MAGA",twitter,12899,16169,32971
twitter/782780281468121089,Talladelphia ✝️💙🇺🇸✝️,"Retired teacher. ❤️ The Bible, hubs, family, quilting. ❤️ the Lord. X for political discourse. #MAGA #ProLife #1A #2A  Donald Trump is the President of the USA.",twitter,15012,13655,67649
twitter/1583425724953812992,nkpupSydsmom,"Momof6, and our Angel Sarah, a front line RN who passed from Addisons 4ever25. Pro choice BLM Be whoever and LOVE whoever you want, BLUE WAVE grandma & pup Mom.",twitter,5511,2881,995
twitter/1673130222877827072,freedom,中间偏右,twitter,926,142,1212
twitter/1312710521116864512,Esther,magic pull.  artiste and brand manager. Pro.o and Instagram account.   follow me on IG,twitter,14308,45004,109454
twitter/848523479238418432,江壹,非无脚下浮云闹 来不相知去不留,twitter,535,2736,8056
twitter/1160755643520675841,Medusa,It’s all Greek to me. #RESIST #FBR,twitter,4369,4425,110039
twitter/1080041310969425922,Nine Dragon City,"土生土長90後香港人. Native HKer born in the 90s. I AM FREE, SO IS HK! Oppression? A lie! 我好自由，香港亦是，打壓云云，一派胡言！",twitter,11,18,659
twitter/1595048327804067841,Teslasti Basti,🚀 All-in $TSLA Investor ⚡️ The future will be fantastic 🇩🇪 German 💵 Referral Code:  https://t.co/Fn8w2x27RT,twitter,1419,4788,6735
twitter/698980463227047937,Brunte 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧,Former British Forces 💂🏼 All views are my own 👍🏻  Helping Reform UK Win the Next GE 💪🏻,twitter,8995,14067,2605
twitter/1261320367135580160,風清若夢,一縷相思同入夢、三生托契共承歡， 忘川水隔流連渚、彼岸花開悵望瀾 。,twitter,1589,10563,14952
twitter/203484130,Dr.Hengjie Liu 刘恒杰博士 Email:ceo@wgf.ltd,"World Government founder,President of WGF, World Security Council.Father World Yuan.Politician Economist 世界政府奠基人,世界政府基金会,世界安全理事会主席,世界元之父政治家，经济学家 @WorldGovOffice",twitter,3734,4448,908
twitter/1202105595186122752,翠花在美国,自然人！,twitter,143,361,6578
twitter/1779933240343576576,support @sameerproject,”mestizo“ نه‌مزدور‌نه‌جاسوس‌فقط‌بومی‌مخصوص® هیچ‌چاپ‌لوسی 🤼 @BirzeitU (🍉SJP) @CalState 👈🏾@sameerproject👉🏽 @UnivOfTehran,twitter,3453,428,5832
twitter/1158100590964162560,"Lynnlee Mavakay🦠🧬🍊C, D, Zinc ionophore.",🇺🇸 🌎💕I see the world beyond indoctrinated norms.🦠🧠🧩📈🙏🍊✊. #Independent #Kennedy2024 🇺🇸 https://t.co/Pfxbs6TJt5,twitter,12582,20463,53300
twitter/52491475,Daniel Ceballos,"",twitter,8307,288760,14178
twitter/18937193,Econpolicy,"I'm Buddy Kilpatrick. Econ, energy, policy, polling, political history. PhD, GMU Schar School. Curmudgeon. 'I'd rather have him inside the tent pissing out...'",twitter,3652,3821,28952
twitter/3005281650,laura jo,"helping others help themselves. grandma.  Sister, mother, aunt.  Plethora of knowledge, most of it sh*#t.  love animals and America.",twitter,7332,5478,13546
twitter/60880381,Robin Wigglesworth,Editor of @FTAlphaville. Norwegian despite the Harry Potter-esque name. Author of TRILLIONS. Views mine bla bla.,twitter,1786,78237,84490
twitter/1126143577053122562,Ordinary citizen,"Ordinary citizen – not part of any organization. Following 🌍 developments related to security, defence and international relations. Stand with 🇺🇦 & democracy",twitter,1424,456,10912
twitter/1508806208467214337,中式特色苏联笑话,从阴阳怪气都不允许的地方抢救出的笑话,twitter,146,1116,1098
twitter/1228957183271768066,Ayra,"",twitter,923,386,3605
twitter/1823291383702253568,阿娜尔汗（互fo）,宝剑锋从磨砺出，梅花香自苦寒来！ （部分视频、图片搬运，侵删）,twitter,6693,6650,7345
twitter/1455940450049675265,Darg,"🇺🇸🤝🇷🇺🇨🇳 | 🥛🍯🥕 | Forgive us our debts, as we forgive our debtors | @ACPMain",twitter,781,2052,14905
twitter/480311930,Adam,Dla nieznajomych Adam pansexual - pan/pana,twitter,314,12421,7497
twitter/18938646,Bank of England,"The UK's central bank.  We work to ensure low inflation, trust in banknotes and a stable financial system.",twitter,0,422794,11142
twitter/1787647146071879680,fo莹莹fo,如玉之莹 记录生活 回fo中,twitter,5901,5396,1790
