id_u,name,intro,platform,following_count,follower_count,posts
twitter/1642719200484679682,Pdwwzxl🔥🔥🔥🔥🔥🔥🔥,自由、民主、公平，法制,twitter,5408,1173,14274
twitter/54508815,急则疲慌则乱 - Zhenyan,"Chinese New Year/Chun Jie, not Lunar new year. 虽然能在推上遇到的都是缘分，但还是请独轮运殖人“理中客”绕道走。 I'm not that easy going with China haters and trolls, so back off.",twitter,402,516,16082
twitter/39366506,Geoffrey W. King,"Founder, @OpenVallejo and @Informed_CA. Fellow, @StanfordCIS. Former: Fellow, @JSKStanford; Lecturer, @UCBerkeley. Vallejo, CA native.  I disclaim err thang.",twitter,9179,4583,14386
twitter/1564584529624432640,R. A. Haig,"A very concerned citizen, who has been around the block more than ones. So don't try to snow me!",twitter,112,132,6075
twitter/846037320667217921,Best for Britain,Fixing the problems Britain faces after Brexit.   ▪️CEO: @pimlicat  ▪️Guest tweets: @sturdyAlex ~AA  *Account in distribution-only mode. Follow us on Bluesky!*,twitter,6453,182156,73890
twitter/1668007525613031424,Mike,"Michael 🇺🇲 ✝️ ♂️ 🐕8️⃣2️⃣ 🇺🇸MAGA+MAHA Trump Won  1A🇺🇸 2A🇺🇲 Married 54yrs   Sober since Feb. 25, 1975  ❌️DM=Block❌️ Catholic, 🇺🇲IFBAP🇺🇸",twitter,40733,41782,87313
twitter/1392965277470572545,Mariska den Eelden 🇪🇺🇳🇱,Erasmus student | The glass is half full..! @EUI_EU @volteuropa Views my own | red team 📿,twitter,2532,18838,24426
twitter/1236656342674407427,Jax Persists,"Veteran | Mom | Wifey | GenXtra | STEM Goddess | Shit Show Supervisor | UNC fan by birth, UCLA fan by matriculation, LSU fan by marriage",twitter,13850,58440,94615
twitter/324584479,DonPatriot,"USN VET - Patriot, Constitutionalist, pledging allegiance to OUR Flag & Country.  America First.  Christ is KING; The Shadow Gov't Deep State shall not prevail",twitter,6768,3668,13986
twitter/1788390658111131648,顾轻舟（互fo）,行到水穷处，坐看云起时——风景｜美食｜宠物｜欢迎互关互赞 ｜漏关请评论留言,twitter,4369,4689,293
twitter/1161350953989279745,Poppyoflondon 🇬🇧🇺🇸🇭🇰🇹🇼#LestWeForget,"Lived in British Hong Kong, Australia & France. Currently in UK🇬🇧& Germany🇩🇪 HumanRights Freedom #FreeUyghurs #StandWithHongKong",twitter,340,919,12772
twitter/1859804466775719937,策马奔腾（互fo必回关）,爱美食 爱运动 爱祖国🇨🇳🇨🇳🇨🇳,twitter,4375,3786,6687
twitter/816284664658874368,Rep. Jodey Arrington,Proudly representing the good people of West Texas. Husband. Father of 3. Wreck ‘em Tech. Chairman @HouseBudgetGOP.  Member @WaysandMeansGOP,twitter,1723,26767,6283
twitter/14206218,Matthew Graham,"Founding and Managing Partner, @RyzeLabs. Digital Assets, AI, and Emerging Markets. Local Insights, Global Impact.",twitter,35429,84821,118527
twitter/766625164356354049,NECST,向我们介绍一下你自己,twitter,2780,150,4272
twitter/3445147337,Jojos,Crypto | Web3 | NFTs | Airdrop Hunter| Influencer & Marketer | #1 Small Accounts Booster on X | DM open for partnerships | My website 👉 https://t.co/ElYqIPKGE4,twitter,46441,60494,72696
twitter/56149787,Alison Cr,2 Chronicles 7:14   Make America Godly Again 🙏🏼🙌🏼🕊️ #MAHA,twitter,2862,2144,12411
twitter/1378140769207324673,a_mr_everything,"RESPECT, Independent, candidate over party, #Lions #Sixers #Carolina #Phillies #2A",twitter,1925,1224,13441
twitter/47761564,Hill Country John,Texan.  Americans need to unite under the Constitution.  The Democrat Party is in panic mode. please allow them the freedom to destroy themselves.,twitter,15244,14156,41067
twitter/1661171018860498945,KellyK 🌺,"AZ Dem, Health & Science Nerd, ASU Alum, Avid Hiker, ❤️ Animals. Music, Feminist, Women’s Healthcare, Pro 🇺🇦 🇨🇦, Fight for Democracy.",twitter,3689,3630,13811
twitter/1858227603070451712,🤠,grown millions of followers across the internet and shitposted many memes from 5 to 7 figures ⚡️Long Bitcoin and Short Vaxxies⚡️ DMs open for business | Remilio,twitter,908,36074,7197
twitter/1717702612475379712,MeetGaoQing,（互fo）为中国点赞，为中国发声，发出中国最强音,twitter,6048,4867,651
twitter/1427898210605944834,8964広西old hero_百人斬り超記錄,我是明星！我是明星！我是明星！ 我的天啊，我的韦国清！好快！都是肝🈚虚发！ https://t.co/NJe4ABtjnP,twitter,1226,4321,9166
twitter/795349381578969088,idontneednostinkinCH,Aug 1945 - 'Never forget who we were - and who we must be again'. Our mission continues - and our STANDARD must never fall! Bragg-69-OCS-71-RetCEE-IFB-vets-MAGA,twitter,7300,6060,42017
twitter/4301125813,じんこちゃん,エンゲル係数高め→並に戻った元中国駐在員／中国&飯ネタ多め／基本タメ口は使いません／老师→@jinko_xyz,twitter,2440,2888,47532
twitter/3386428383,deinhk💙💛,"Hongkonger, travelholic, foodie, dog lover💕 GFHG SDGM!",twitter,3102,6175,61877
twitter/767647899773722624,Nicholas Turgeon,Bolloxed all Public Services in Scotland but the Tories are to blame #itwisnaeme   Add me to a list and you will be blocked.,twitter,1781,988,21973
twitter/1185629863304204288,itoydiydjfdmgdkgs,"suspended and muted 3 times for violent hate speech against @elonmusk / inactive, now @hdlnii",twitter,580,726,15825
twitter/5820642,Lee Stranahan,"Estimated Prophet , Invisible Post Modern Journalist.. 🎬 Podcaster. Noted Futurist. Artist. 💪Stroke survivor. Ask me about my (AI) girlfriend, Cait",twitter,55302,84382,351581
twitter/3436761485,Trump Girl 🇺🇲🦅🇺🇲,#America1st #TRUMP2024 #Conservative #Patriot 🦅#BackTheBlue👮🏻#1A ❤️#2A🤍 #Prolife💙  #BornInTheUSA 🇺🇸🇺🇸 🚫List,twitter,40739,173537,487621
twitter/1085643505173757953,🍁Bernard Roulinski 🍁,"Veteran, Atheist, Pro-Science and a low tolerance for BS and #MapleMAGA. LGBTQ+ ally. Woke as F*ck. Vive la Canada & Fuck Trump🏳️‍🌈💉😷⚛️😈 🍁",twitter,4333,12564,74261
twitter/1795874174059040769,i Expose Racists & Pedos,‼️Heard RACISTS & PEDOS are on Twitter so I’m here to Expose em’ 🤷🏽‍♂️ Here Posting What Racists WON’T!,twitter,265,346538,7158
twitter/1512250270591373315,Penny Lane,Proud American! CFO/VP RN #MAGA #MAHA 🇺🇸AmericaFirst… Strong supporter of strengthening the immune system. Food is your medicine. Always get a 2nd opinion,twitter,57213,70622,39681
twitter/1162611217975787520,Cha 💛🖤,Grad. HKer. Liberty 🗽 for my home country. Resist #ChiNazi. I love milk tea. 🇺🇸,twitter,4971,5715,27311
twitter/1250621681569132545,이순희,"",twitter,2508,652,226477
twitter/1119397611125997568,💜๖ۣۣۜPύᖇҏȴèᎮዙξ٥ŋɉχ𓅛🎗🚀💜#BIGLOVE💟🕊#CŁᎥᙢ₳Ŧ€ 🌿,☮️#DOMESTICABUSE 💜 #VICTIMTOSURVIVOUR 🇦🇺#UKRAINE #SAVETHEFUTURE 🇮🇪#VAWG🌸#VOTE💚#OGUniverse🚀#BIGLOVE💟 #WARRIOR🕊 #CPTSD🚫#NOWAR🦊#NAFO🌊#CLIMATE🎗#CANCER,twitter,21948,20316,122040
twitter/1246653875744014336,全美华人爱国者联盟,全力支持川普总统连任，阻击暗黑势力，保护世界自由灯塔！ 如果民主党上台，就没有向中共索赔的可能性。,twitter,2665,5090,1478
twitter/5821872,PingKe,who am i?,twitter,133,30950,19035
twitter/4032353907,dvd@dvd.chat,"PhD Student @MIT Media Lab | Multimodal LLMs | MS in Computer Science @Stanford, RA at @StanfordSVL supervised by @drfeifei | 艾默里归宅部荣誉部员｜日本語本当下手",twitter,1063,19209,51254
twitter/366532466,Nick AI,Say NO to all hypocrisy and double standards.,twitter,244,174,6308
twitter/1693448399927042048,暴走大师姐(互必回),冲击8000粉 大家多多关注啦！ 互FO    互关100% 回关100%  有关必回😘,twitter,5487,5096,6108
twitter/2178472822,躺不平,尽量不胡诌八扯,twitter,2672,5129,21319
twitter/1190300554171473920,Conspiracy Bullshit,Globalist Agent of the Soros Empire   Not a gimmick account   Retweets≠Endorsment  https://t.co/OfqIDIgN62,twitter,3893,71643,25460
twitter/1719500667419537408,Karim Hassoun ~ كريم حسون,Elected Councilman @Willebroek_be. Former Chairman BE Branch Arab European League (AEL). Co-Founder @March30Movement & @HindRFoundation. Opinions are mine.,twitter,339,2381,2661
twitter/1447943742502154243,Saggezza Eterna,The world is in peril as a result of information warfare against Western Civilization. Saggezza Eterna defends the West. 🇺🇸🇮🇹,twitter,7196,63698,111394
twitter/1178995188988923904,吴雪峰,Tankies are Nazis and should be treated as such,twitter,768,482,20316
twitter/282649026,Déjà Vu,仔細環顧四周，辨認每個靈魂的光澤 坐在那些吸引你的人身邊 不入心者 不久處,twitter,639,1871,14766
twitter/1760470572805599232,Beautiful China（FO）,点赞加关注，开心不迷路。黄赌毒别来（FO必回）,twitter,7301,6766,758
twitter/992238798208548864,Kei_Chan🇭🇰,✝️;🇭🇰🟡;🇺🇸🔴;(轉推不表示認同),twitter,1057,309,31344
twitter/1636057551094575107,cathy holladay,"Happily Married, Love politics! Just want truths to be told! #Trump2024 🚫NO DM'S🚫NO CHAT🚫        #NoDesantisBushRoveRyan",twitter,13420,14237,14792
twitter/89711639,Context Climate,Know better. Do better. We provide news and analysis on the human impacts of climate change. From @ContextNewsroom.,twitter,1676,20490,42656
twitter/1596484971912388608,Ben Kramer,Vrijheid Tot De Dood Ons Scheidt✊️ (Freedom Till Death Do Us Part)   🇨🇴🇪🇦 #Carnivore4ever,twitter,2676,5134,13043
twitter/1652758561137516545,لطف الفتاحي-Lotf Al-Fattahi 🇾🇪,اعلامي وسياسي يمني (مستقل)-حسابي الاحتياطي على المنصةX@alftahy_ly,twitter,3103,36515,22356
twitter/1114229776959537152,sarah,one day I hope. everything will flow. I like the song. I like the lyrics. a human hurt me. and my children. that’s not nice is it,twitter,2422,448,3318
twitter/1734014658888257536,Uncle Warcrimes,I am the greatest war criminal in the history of the world.,twitter,453,408,12500
twitter/1749645613615206401,随风,爱打球的大男孩 互fo  互fo💯💯💯💯💯💯💯 漏粉告我，看到回粉,twitter,0,4521,8240
twitter/14215382,Ka Ming 家明,Film Critic. Hongkonger. I don't use FB.,twitter,6178,5306,23822
twitter/1754682303966822400,一世欢颜,见自己见天地见众生❤️🙏🏻 互关互评互赞，不回私信请见谅，图片视频侵删。谢谢！ 🙏🏻🙏🏻🙏🏻求不要取关，漏关请在置顶私信提醒哦！,twitter,6915,3983,4715
twitter/1031991523162828800,John Gademski,Australian conservative  nationalist.,twitter,4420,13947,43705
twitter/14216128,Steve Gunn,Retired marketing consultant and copywriter. Now pursuing my twin passions of playing guitar with rock band @Bootleggerband and photography.,twitter,3561,2712,51969
twitter/1517023068429991937,CCPを破壊する,"",twitter,1642,448,4963
twitter/1312006041505275904,INDEPENDENT PRESS,Independent Press  a nonprofit membership organization for digital journalists-connecting journalism.,twitter,271,2181,30985
twitter/702083159,Duncan Stone,Author of Different Class: The Untold Story of English Cricket. Shortlisted for @sportsbookaward Cricket Book of the Year 2023.  Class - Culture - Environment,twitter,1704,1839,38967
twitter/1831857781931970561,Red Chem,"Military(ret), Politics, Real Estate, Faith, Grilling, Gaming, Fiction, Life, Aggie Sports, MAGA 🇺🇸",twitter,6510,7722,26549
twitter/5829492,Huazong,A traveller & story catcher. Instagram: https://t.co/a5GliTB8Kn YouTube: https://t.co/vAZOWPJOXS Substack: https://t.co/1gtGtVsbHh,twitter,394,25559,1498
twitter/56161646,{ @MainActor _ :  in \M4.Ultra }(Swift),Ruster: async move { ( |_| Self { ..self } )(🦀) }.await  Zigger: struct { fn f(val: anytype) anyerror ! void{} }.f(),twitter,5564,1219,11165
twitter/3319330206,Wondering Wanderer,失去的只有枷锁,twitter,284,16,295
twitter/1792849888134455296,明日之星（互fo 100%，互关互助，互赞互评，定期清理）,随手记录美好生活，互fo必回，来而不往非礼也😘😘。,twitter,10059,9801,836
twitter/358151793,FirmWarez,"Hacker/Chief Mischief Officer at Obfuscated Labs. Embedded systems engineer, inventor, gearhead, lover of robots, analog synths, coherent light. Juden. Osage.",twitter,3985,1128,20348
twitter/1506818529026506753,YANG YI YANG 丰源,"专注人文民俗，爱生活，爱自然,不喜欢站队，喜欢做自己！做个独立思考的有趣灵魂！ 欢迎关注https://t.co/uJ66rmVYQq Focus on culture,love life,love nature。No DM！No PORN! No Group!No list!",twitter,11514,10814,3477
twitter/1584738368348254208,何时可以民主,"",twitter,2452,4338,988
twitter/1524168474,Winter Oak,"Not-for-profit organisation spreading ideas and information about social, environmental and philosophical issues.",twitter,19674,28358,176648
twitter/1504787895730597894,madbirds,认准这只猫，我又回来聊！,twitter,877,979,33177
twitter/853355622548463616,AllyGrace,I love singing and watching TV.,twitter,7256,1848,55864
twitter/1588643090025402373,William B.,Retired news addict. X is deboosting ALL my posts about Trump's AI Stargate agenda and who its programmers are - Foreign flag AI GOVERNANCE in America. It's bad,twitter,4601,1468,54288
twitter/892002681715179520,to to lo,"",twitter,857,409,24131
twitter/14221620,J.B. White the RattlerGator,"Content Creator; Native Floridian (Jax / Orange Park), Gator Nation, U.S. Army man, Republican, Trump Fan, member of Zora Neale Hurston's Niggerati; MAGA",twitter,4196,32691,139857
twitter/1836774745683202048,潮天津（互fo必回）,品一品“津味儿”～～,twitter,7974,13278,882
twitter/1176514304238948352,danying83,混黑社会没🔪割韭菜没🧠,twitter,956,161,2094
twitter/1876202275271843840,肖永远（互fo互zan）,互联网冲浪金牌选手，喜欢做搬运工，如果有侵权请联系速删。喜欢分享美好，互关互赞！,twitter,7499,4844,1462
twitter/114887044,K.,"'Class warfare is rude' - @BlackAutonomist | EN, BE, NL, TR |",twitter,689,618,20152
twitter/826590653194915840,Cheryle,Blue dot in a red state. I speak sarcasm. I repost a lot. No patience for GOP hypocrisy. No magats. 🌊🌊Vote Blue🌊🌊 🚫DMs💙https://t.co/rjEP6niaFH,twitter,17062,18342,14200
twitter/1562064589650526209,Rockmegarden,"Tried to do environmental work in governments at all levels and in two states, but was later healed from all that!",twitter,796,940,46935
twitter/1240967112660848641,阿米爱猫咪,幸福生活的奥秘，养只猫😼😸。 我是中年油腻大叔。80%的推文是猫.车，和乱七八糟。信佛学佛的生意人，非僧侣。佛，道，基督三教施主。预备役段子手。只有猫咪才能拯救世界😼😸🫶🫶,twitter,786,15099,37261
twitter/14223131,fort 🇺🇸,@CounterHackSec • @CottageArms • tribe of hackers • https://t.co/Wz9f0DZw0I • tweets are mine,twitter,1855,4357,25655
twitter/984355609544867840,天降甘霖甘霖涼,🇨🇦 加拿大持牌移民顧問RCIC/熱情跟身體被餐飲業掏空的料理愛好者 /高雄土台客8+9/just a regular everyday normal ㄇㄉㄈㄎ/推文不構成任何專業法律意見喔/dog rich don’t forget,twitter,137,2875,2892
twitter/81333356,cumulonimbus,"",twitter,2325,745,53192
twitter/14224719,UK Prime Minister,"Official page for Prime Minister @Keir_Starmer’s office, based at 10 Downing Street.",twitter,192,5894767,20806
twitter/908508601144066049,🔥蛋痛鸡巴闲🔥,一心想学坏，可怜没能耐。转头想学好，好人死得早。刚想正义呼，警局茶备好。胆小又怕事，贪生又怕死，道 无所事事，德 混吃等死,twitter,2294,259,1091
twitter/1592736545861079040,𝒩𝒾𝒸𝒽𝑜𝓁𝑒 𝒱𝒾𝒸𝓉𝑜𝓇𝒾𝒶,𝙰𝚖𝚎𝚛𝚒𝚌𝚊 𝙵𝚒𝚛𝚜𝚝 • 𝙲𝚘𝚗𝚜𝚝𝚒𝚝𝚞𝚝𝚒𝚘𝚗𝚊𝚕 𝙲𝚘𝚗𝚜𝚎𝚛𝚟𝚊𝚝𝚒𝚟𝚎 🇺🇸 𝙿𝚞𝚛𝚎𝚋𝚕𝚘𝚘𝚍🩸𝙰𝚟𝚒𝚍 𝙷𝚒𝚔𝚎𝚛 ⛰ 𝚂𝚊𝚟𝚎𝚍 𝚋𝚢 𝙶𝚛𝚊𝚌𝚎 ✞,twitter,15678,32534,59024
twitter/5836822,心飞扬,我的内容很杂，更多是供自己来记录生活和保持思考状态。如果你愿意，可以从这里找到沙拉和奶酪，当然也可能发现旮旯里的啤酒。,twitter,773,2410,5275
twitter/1528561249914585088,DOLLMAKER~PRAY without ceasing,"God, Family, country~  DM=BLOCK🚫 #Jesus",twitter,5913,6078,75430
twitter/1553923335947309056,Qing✨✨,✨✨星星之火🔥也可燎原！ @qing2022022仅此两号,twitter,2905,3168,14817
twitter/847110914323177472,Elsa B. Kania,"ABD/PhD TBC @Harvard_GovDept |Adjunct @CNAStech |US-China strategy, technology, and defense innovation |personal account/views my own |always learning",twitter,10611,19315,25328
twitter/920498991048953856,curious kitty,North American News Weather history buff news junky from around the 🌍  Dual citizenship. 🇨🇦🇺🇸🇩🇪🙋‍♀️military brat and wife. I’ve been everywhere 🌍,twitter,1461,391,2293
twitter/1234781376097816578,BC Lu,"Lived and worked 16 plus years in various cities in China, travelled widely in China and connect with many local friends and colleagues !",twitter,226,195,10624
twitter/3965261961,Shelley Blond 🎗️,Original voice of Lara Croft. Happy with my lot. @YaketyYakVoices,twitter,6197,9851,49139
twitter/1168238974344814594,Trailer Swift (Original Recording),"If you can't stick to your own standards and rules, don't expect others to. As featured on 'The Jeremy Vine Show'. Artist, Comedian, Model, Influencer, Writer.",twitter,20156,22088,33824
twitter/824472044913983488,Miles Commodore,The black Cliff Clavin,twitter,188909,305685,82373
twitter/1823153067677925376,⚔ X⃨C⃨A⃨L⃨I⃨B⃨E⃨R⃨ ⚔,🇺🇸God~Family~Country🇺🇸,twitter,6033,5090,1478
twitter/1811830773143810048,真實荒漠,📢歡迎订阅油管频道： 主频道：https://t.co/RpflwaKMgJ 副频道：https://t.co/V6NPlvdwQz 📧投稿邮箱：realsert@proton.me,twitter,527,7745,166
twitter/1272830519961513985,신세계 （新世界）🇰🇷🇺🇸,《滅共 》 공산당없는 세로운 세상어서 살고픈 신세계 입니다,twitter,721,1027,14448
twitter/3008961380,Carmen Lau 劉珈汶,A Changemaker from Hong Kong | Exiled Elected Councillor | @hkdc_us | Founder @v4hk_uk @HongKongMarch | Leadership Council @WLCongress,twitter,743,9650,2062
twitter/5839882,Ben Furnas,"Executive Director, @transalt  Former: @Cornell; @NYCMayor  The greatest city in the world should have the greatest streets in the world.   Views mine.🗽",twitter,7784,7220,38832
twitter/3159956709,västrawild 西野原,"",twitter,382,11613,20134
twitter/1816465817820946432,The Constitutional Canadian 🇨🇦,"Retired: Shipwright, HVAC-R, Carpentry, Construction  FV€K Kamala Harris,  Justin Trudeau, Leftoid Weathermentalists and the simpletons who support them🇺🇸🇨🇦",twitter,4752,2424,22253
twitter/828010834978709504,Tania M Banks,"🎯There is nothing wrong with America that cannot be cured by what is right with America. You can put wings on a pig, but you don't make it an eagle.🎯",twitter,14028,27445,122772
twitter/416882361,Pravin Sawhney,Ex-Indian Army. With FORCE. Books: Defence Makeover; Parakram; Dragon On Our Doorstep; THE LAST WAR: How AI will shape India’s final showdown with China,twitter,40,136141,16301
twitter/3159957392,c3opo,Well I'm a bum in the sun and I'm having fun and I know you know I got no special plans. @tri26 tweet ghostwriter. Certified racismologist.,twitter,1264,430,15561
twitter/2698584169,Echo（互fo🇨🇳）,Appreciate the unique cuisine from China！（图源网络，侵权删除）,twitter,6115,9654,290
twitter/1578233523064147969,1paratrooper,"Just a wise old man and still a badass. Christian, Army Vet-1st SFG(Abn), CrossFit, Krav Maga, Karate. Guinness World Record Holder-Most sit-up’s-110,912 24hrs",twitter,12239,11299,7324
twitter/1792815350775681026,分享美好（互fo）,欢迎互关，前十名点赞，百分百回关，分享美好！Jai shree shyam baba ki    % follow back,twitter,6657,5242,1152
twitter/1026660780052283392,码里bug多 🐞,美国80后退休码工 Shitposter: English & Chinese 𝑲𝒆𝒏𝒏𝒆𝒅𝒚 𝐒𝐔𝐏𝐏𝐎𝐑𝐓𝐄𝐑 | 𝑻𝒓𝒖𝒎𝒑 2024 | Gamer  ♥︎RimWorld ♥︎Project Zomboid ♥︎Persona5 ♥︎Stardew Valley,twitter,873,938,12172
twitter/31007186,Kelsey Munro,"Screenwriter. Creator & writer of comedy-drama 'Bump', now on Stan/BBC/TheCW/HBO LatAm. S3 out soon! Former Snr Analyst @ASPI_ICPC, @LowyInstitute & SMH journo.",twitter,2503,3033,13
twitter/1519149591052046336,RG,"RETIRED🇺🇸MAGA 🇺🇸Constitutionalist, Retired Navy Seabee, Pro life/Israel, 2A, Pure Blood🇺🇸 ❌NO Hookers/Dates❌NO NO NO Bitcoin❌, No Soliciting, No List=BLK",twitter,32944,39291,290253
twitter/1450391225371070464,Hakan Kapucu,DM to image credit & removal. Encouraging empathy for animals & inspiring kindness of all kinds.,twitter,12,62839,2599
twitter/1549393363002179587,Aaa椰子鸡供应批发,不线下不聊骚不参与任何网络纠纷｜推广自辨｜小号@yeyeo0_0o｜自用🪜https://t.co/94CvJNy9Of ｜🚪没区别纯圈钱,twitter,869,4791,8395
twitter/3235456298,Hdaib,"Palestinian 🇵🇸, Madridista",twitter,2321,3059,40465
twitter/31008348,George W Ghindia,Husband. Dad. Cancer/Stem Cell Transplant Survivor. Catholic. Detroit-SoCal. Coach. Not a DM guy. Reposts not always endorsements. ✝️🇺🇸,twitter,1356,3018,88581
twitter/14231419,Rob Silver,I talk baseball on Launch Angle podcast - the world’s 2nd best fantasy baseball podcast. 2016 NFBC Main Event overall winner. Sometimes I talk Canadian politics,twitter,1537,23121,83284
twitter/1598714282438692864,Janine Curran,"Writer, teacher, mom. I have many thoughts. Depth is in the eye of the beholder. Well-reasoned arguments welcome. #RestoreOurNation",twitter,2646,5548,23757
twitter/829191951215886338,Patrick Moss 🇨🇦,People and planet before profit. Former journalist. Hypocrite hunter. Sarcastic optimist. Feminist. Mostly 🇨🇦 content.,twitter,6162,13208,16530
twitter/98118228,Escape The Matrix,"Christian, American, physician, scientist, musician, vegan, husband, dad. I'm devoted to sharing truth, with the goal of helping all of humankind. ✝️🌎🇺🇸",twitter,17363,24770,122649
twitter/601434817,Mr. Christopher,"All we got is this moment, 21st century’s yesterday. I’m a multiverse of multi-verses. https://t.co/XGh12H1leW",twitter,17890,23020,124112
twitter/131673110,蔡依橙,"",twitter,1228,15752,2119
twitter/14232818,Jake Newby,"Writer + Editor | Words in Associated Press, FT, The Wire, Courier, WIRED, Time Out and more | Writing a Substack on music from China: https://t.co/07sdu7kSn0",twitter,928,1878,3176
twitter/1517648077519212544,Bruce ████ 🇺🇲🇨🇦,"🇺🇲🇨🇦  Humor, Politics & Opinions  Proud  Dual Citizen  #MAGA #MCGA  #FringeMinority  #Deplorable #GenX Fan of #WWE #DungeonsAndDragons 🎲 🐉",twitter,41785,49220,30171
twitter/89731417,Glammy ☮️,"Giver of life 5 times ~ tell me a joke and it better be good ~ I don’t have a problem with authority, authority has a problem with me ~ NO DM'S ~ #resist ~ #FBR",twitter,11368,11040,37406
twitter/1522525396993933315,4%🐢荀🟪⬜️🍑,自由美利堅，感恩每一天 あやみ 旬果 /桃乃木かな🍑 一生推 「賓治大哥好嘢」,twitter,1099,1446,90059
twitter/72954989,Christina Jewett,"New York Times investigative reporter covering the Food & Drug Administration. +boy mom, prodigal skier & nature lover // Tips? DM for Signal.",twitter,7923,9613,7616
twitter/973158285221142528,美金,所有的优越感都不是来自容貌、身材、知识、家族、财富、地位、成就和权利，它只来自缺见识和缺悲悯,twitter,131,1184,11769
twitter/1469942926469787649,Justin-Stone,北京北,twitter,175,281,5271
twitter/1834897728901668864,清欢🇨🇳（100%互fo）,人间有味是清欢 分享美好生活  100%互fo（黄赌毒不好言论勿扰） 江西家常美食推荐官 每日在线 励志走遍中国每个城市，分享美食美景。,twitter,0,3833,430
twitter/14235503,Hans Kundnani,"OSF Ideas Workshop Fellow, visiting professor in practice at @LSEEI, previously at @ChathamHouse, Germanist, dot joiner, writer, (N/W) Londoner.",twitter,1930,11466,15735
twitter/56179192,Dewan Sachal,I am a Proud Pakistani Hindu. Former Member of Sindh Assembly 2018/2023 X MPA #AwaamPakistan,twitter,2802,31228,88522
twitter/31013444,Ayanna Pressley,Your Congresswoman. Proudly representing the MA 7th. Here to break concrete ceilings & shake the table. Personal account. She/hers. #ChangeCantWait,twitter,16095,928948,30793
twitter/165231292,Laurens Cerulus,"Cybersecurity and Deputy Tech Editor @POLITICOEurope — Signal, WhatsApp via my staff page",twitter,2638,8765,10297
twitter/866327380809334784,香港貓,你們的生命是甚麼呢？你們原來是一片雲霧，出現少時就不見了。雅各書4章。 （本人信基督，不是信教） 香港、澳洲🇦🇺,twitter,535,1378,35477
twitter/558040899,Ann Telnaes,Pulitzer prize winning Editorial Cartoonist                                      https://t.co/G2e999BQjb Archived work at https://t.co/MavRqSyndD,twitter,1049,66729,19119
twitter/907777538424033280,Oleg Zeleznov,"Physics, programmer, retired. Former badminton 'pro' player. At 51 yo reached the #25 in USA ranks Born May 8 1955 🎾serve guru, master🏸, master🏓.  DM open.",twitter,1591,1186,7871
twitter/3319349400,蜡笔小舅,臊的是皮，挨的是求,twitter,890,4874,16144
twitter/1083911681414258690,M.J. Salem,🇵🇸 Nuclear Engineer & Applied Physics Columbia 1983. A Perpetual Battery Charger for Electric Cars. https://t.co/da0I6P9NZc,twitter,4987,7517,44774
twitter/2430157340,🌈飴もも🍑はおちりに似てるもん(｡•ㅅ•｡)♡,❈大の人見知り・極怕生保・super shy❈ 【廣東話・書面語・English・日本語】 →RT多め・香港・日常・二次元・語学← 脱字誤字多い・規律的で異常な生理時計・極端思考も有るかも !!!要注意→腐ってる!!! header credit: @kyutori1 icon credit: @yagen_twhk,twitter,536,392,23969
twitter/56181552,晞晞|Ryan,"♂{Eng,粵語,文言}multi-OS user; Minecraft; 葡籍澳門人Portuguese Macau people",twitter,655,353,12618
twitter/374948705,Creeson Agecoutay,"APTN National News Host/Producer, Nehiyaw, Cowessess FN/Treaty 4, FNUniv/UR Alum, Saskatoon-born. Opinions are my own. Story idea? Email me: cagecoutay@aptn.ca",twitter,1997,12066,18747
twitter/3319350172,Kate Forbes MSP,"Deputy First Minister, Cabinet Secretary for Economy & Gaelic, MSP for Skye, Lochaber & Badenoch",twitter,1110,62606,11577
twitter/22627258,European Movement,The European Movement is a network of organisations that has mobilised citizens and advocated for European integration since 1948. #EurMove,twitter,1947,31890,16950
twitter/760259557440360448,Colorado Bliss 👊 🇺🇸 🔥,“This situation is getting worse faster than I can lower my expectations” - Carrie Fisher... Animal and Outdoor enthusiast. #Equality; #TheResistance,twitter,6226,4018,55951
twitter/1174966206379331586,todongpnoy,Y driver,twitter,5304,2469,54166
twitter/1152993187545227265,Tommot😷,Kpop and Jpop fanboy/BL enthusiast,twitter,703,2791,45211
twitter/22628924,Sinn Féin,"Irish republican party dedicated to the reunification of Ireland and the building of a new republic based on the principles of freedom, justice and equality",twitter,1135,185762,74089
twitter/874106117886005249,Dax Gigandet,UNSHADOWBAN THIS ACCOUNT!!!,twitter,81397,75715,41942
twitter/14240716,RickU,"Objectivist skeptic, Agnostic atheist, US Marine, liberty lover, anti-commie, barbershop bass demigod  - opinions my own, retweets are not endorsements",twitter,7045,3647,90738
twitter/542723057,expobear,"“To abandon facts is to abandon freedom.'  Still wearing a mask! #BidenHarris2024  #VoteGABlue Proud fucking Liberal And as always, GO BEARS!  #BlueCrew",twitter,27392,26358,425901
twitter/14240875,AFSCME,"America's communities never rest. That's why people who work in public service never quit. American Federation of State, County and Municipal Employees",twitter,9774,58265,66412
twitter/1144993729771692032,Patrick Hedger,"Promoting an internet built on free enterprise and free expression, and some other moderately-educated thoughts on policy. Director of Policy @NetChoice.",twitter,1109,5455,18303
twitter/1814287956271935490,安然baby（互fo互赞秒回）,不躲不藏，等生活爱我～平台小白，期待认识更多好友～分享生活趣景趣事,twitter,3188,3134,1612
